user_id,timestamp,base_station_id,zone,persona_type
U014,2024-06-01 01:14:01,BS101,south_residential,academic
U015,2024-06-01 01:14:01,BS102,south_residential,academic
U016,2024-06-01 01:14:01,BS109,south_residential,foodie
U017,2024-06-01 01:14:01,BS109,south_residential,academic
U018,2024-06-01 01:14:01,BS206,teaching_core,shopaholic
U019,2024-06-01 01:14:01,BS109,south_residential,dormitory_resident
U020,2024-06-01 01:14:01,BS102,south_residential,academic
U021,2024-06-01 01:14:01,BS302,south_residential,academic
U022,2024-06-01 01:14:01,BS110,south_residential,academic
U023,2024-06-01 01:14:01,BS208,north_commercial,social_student
U024,2024-06-01 01:14:01,BS109,south_residential,academic
U025,2024-06-01 01:14:01,BS213,teaching_core,commuter
U026,2024-06-01 01:14:01,BS301,east_transport,academic
U027,2024-06-01 01:14:01,BS110,south_residential,dormitory_resident
U028,2024-06-01 01:14:01,BS302,south_residential,student_athlete
U029,2024-06-01 01:14:01,BS302,south_residential,foodie
U030,2024-06-01 01:14:01,BS102,south_residential,academic
U031,2024-06-01 01:14:01,BS302,south_residential,academic
U032,2024-06-01 01:14:01,BS101,south_residential,dormitory_resident
U033,2024-06-01 01:14:01,BS101,south_residential,student_athlete
U034,2024-06-01 01:14:01,BS101,south_residential,social_student
U035,2024-06-01 01:14:01,BS302,south_residential,student_athlete
U036,2024-06-01 01:14:01,BS101,south_residential,dormitory_resident
U037,2024-06-01 01:14:01,BS302,south_residential,dormitory_resident
U038,2024-06-01 01:14:01,BS102,south_residential,dormitory_resident
U039,2024-06-01 01:14:01,BS208,north_commercial,dormitory_resident
U040,2024-06-01 01:14:01,BS102,south_residential,foodie
U041,2024-06-01 01:14:01,BS301,east_transport,shopaholic
U042,2024-06-01 01:14:01,BS101,south_residential,social_student
U043,2024-06-01 01:14:01,BS217,north_commercial,academic
U044,2024-06-01 01:14:01,BS302,south_residential,student_athlete
U045,2024-06-01 01:14:01,BS110,south_residential,academic
U046,2024-06-01 01:14:01,BS302,south_residential,dormitory_resident
U047,2024-06-01 01:14:01,BS101,south_residential,academic
U048,2024-06-01 01:14:01,BS302,south_residential,social_student
U049,2024-06-01 01:14:01,BS302,south_residential,social_student
U050,2024-06-01 01:14:01,BS109,south_residential,dormitory_resident
U001,2024-06-01 02:27:23,BS207,teaching_core,academic
U002,2024-06-01 02:27:23,BS110,south_residential,dormitory_resident
U003,2024-06-01 02:27:23,BS102,south_residential,academic
U004,2024-06-01 02:27:23,BS102,south_residential,shopaholic
U005,2024-06-01 02:27:23,BS110,south_residential,student_athlete
U006,2024-06-01 02:27:23,BS213,teaching_core,foodie
U007,2024-06-01 02:27:23,BS101,south_residential,social_student
U008,2024-06-01 02:27:23,BS101,south_residential,social_student
U009,2024-06-01 02:27:23,BS204,teaching_core,traveler
U010,2024-06-01 02:27:23,BS102,south_residential,academic
U011,2024-06-01 02:27:23,BS102,south_residential,student_athlete
U012,2024-06-01 02:27:23,BS302,south_residential,social_student
U013,2024-06-01 02:27:23,BS302,south_residential,academic
U014,2024-06-01 02:27:23,BS109,south_residential,academic
U015,2024-06-01 02:27:23,BS302,south_residential,academic
U016,2024-06-01 02:27:23,BS101,south_residential,foodie
U017,2024-06-01 02:27:23,BS110,south_residential,academic
U018,2024-06-01 02:27:23,BS109,south_residential,shopaholic
U019,2024-06-01 02:27:23,BS302,south_residential,dormitory_resident
U020,2024-06-01 02:27:23,BS302,south_residential,academic
U021,2024-06-01 02:27:23,BS110,south_residential,academic
U022,2024-06-01 02:27:23,BS302,south_residential,academic
U023,2024-06-01 02:27:23,BS101,south_residential,social_student
U024,2024-06-01 02:27:23,BS102,south_residential,academic
U025,2024-06-01 02:27:23,BS105,teaching_core,commuter
U026,2024-06-01 02:27:23,BS101,south_residential,academic
U027,2024-06-01 02:27:23,BS109,south_residential,dormitory_resident
U028,2024-06-01 02:27:23,BS302,south_residential,student_athlete
U029,2024-06-01 02:27:23,BS110,south_residential,foodie
U030,2024-06-01 02:27:23,BS302,south_residential,academic
U031,2024-06-01 02:27:23,BS302,south_residential,academic
U032,2024-06-01 02:27:23,BS109,south_residential,dormitory_resident
U033,2024-06-01 02:27:23,BS302,south_residential,student_athlete
U034,2024-06-01 02:27:23,BS102,south_residential,social_student
U035,2024-06-01 02:27:23,BS302,south_residential,student_athlete
U036,2024-06-01 02:27:23,BS109,south_residential,dormitory_resident
U037,2024-06-01 02:27:23,BS101,south_residential,dormitory_resident
U038,2024-06-01 02:27:23,BS109,south_residential,dormitory_resident
U039,2024-06-01 02:27:23,BS302,south_residential,dormitory_resident
U040,2024-06-01 02:27:23,BS206,teaching_core,foodie
U041,2024-06-01 02:27:23,BS208,north_commercial,shopaholic
U042,2024-06-01 02:27:23,BS109,south_residential,social_student
U043,2024-06-01 02:27:23,BS102,south_residential,academic
U044,2024-06-01 02:27:23,BS110,south_residential,student_athlete
U045,2024-06-01 02:27:23,BS109,south_residential,academic
U046,2024-06-01 02:27:23,BS302,south_residential,dormitory_resident
U047,2024-06-01 02:27:23,BS110,south_residential,academic
U048,2024-06-01 02:27:23,BS110,south_residential,social_student
U049,2024-06-01 02:27:23,BS302,south_residential,social_student
U050,2024-06-01 02:27:23,BS110,south_residential,dormitory_resident
U001,2024-06-01 03:35:24,BS202,teaching_core,academic
U002,2024-06-01 03:35:24,BS109,south_residential,dormitory_resident
U003,2024-06-01 03:35:24,BS302,south_residential,academic
U004,2024-06-01 03:35:24,BS302,south_residential,shopaholic
U005,2024-06-01 03:35:24,BS102,south_residential,student_athlete
U006,2024-06-01 03:35:24,BS210,east_transport,foodie
U007,2024-06-01 03:35:24,BS109,south_residential,social_student
U008,2024-06-01 03:35:24,BS106,north_commercial,social_student
U009,2024-06-01 03:35:24,BS207,teaching_core,traveler
U010,2024-06-01 03:35:24,BS109,south_residential,academic
U011,2024-06-01 03:35:24,BS109,south_residential,student_athlete
U012,2024-06-01 03:35:24,BS101,south_residential,social_student
U013,2024-06-01 03:35:24,BS302,south_residential,academic
U014,2024-06-01 03:35:24,BS110,south_residential,academic
U015,2024-06-01 03:35:24,BS109,south_residential,academic
U016,2024-06-01 03:35:24,BS101,south_residential,foodie
U017,2024-06-01 03:35:24,BS102,south_residential,academic
U018,2024-06-01 03:35:24,BS210,east_transport,shopaholic
U019,2024-06-01 03:35:24,BS110,south_residential,dormitory_resident
U020,2024-06-01 03:35:24,BS108,east_transport,academic
U021,2024-06-01 03:35:24,BS102,south_residential,academic
U022,2024-06-01 03:35:24,BS102,south_residential,academic
U023,2024-06-01 03:35:24,BS109,south_residential,social_student
U024,2024-06-01 03:35:24,BS302,south_residential,academic
U025,2024-06-01 03:35:24,BS108,east_transport,commuter
U026,2024-06-01 03:35:24,BS109,south_residential,academic
U027,2024-06-01 03:35:24,BS102,south_residential,dormitory_resident
U028,2024-06-01 03:35:24,BS110,south_residential,student_athlete
U029,2024-06-01 03:35:24,BS109,south_residential,foodie
U030,2024-06-01 03:35:24,BS109,south_residential,academic
U031,2024-06-01 03:35:24,BS302,south_residential,academic
U032,2024-06-01 03:35:24,BS102,south_residential,dormitory_resident
U033,2024-06-01 03:35:24,BS302,south_residential,student_athlete
U034,2024-06-01 03:35:24,BS109,south_residential,social_student
U035,2024-06-01 03:35:24,BS101,south_residential,student_athlete
U036,2024-06-01 03:35:24,BS302,south_residential,dormitory_resident
U037,2024-06-01 03:35:24,BS101,south_residential,dormitory_resident
U038,2024-06-01 03:35:24,BS101,south_residential,dormitory_resident
U039,2024-06-01 03:35:24,BS110,south_residential,dormitory_resident
U040,2024-06-01 03:35:24,BS102,south_residential,foodie
U041,2024-06-01 03:35:24,BS108,east_transport,shopaholic
U042,2024-06-01 03:35:24,BS102,south_residential,social_student
U043,2024-06-01 03:35:24,BS101,south_residential,academic
U044,2024-06-01 03:35:24,BS101,south_residential,student_athlete
U045,2024-06-01 03:35:24,BS109,south_residential,academic
U046,2024-06-01 03:35:24,BS302,south_residential,dormitory_resident
U047,2024-06-01 03:35:24,BS110,south_residential,academic
U048,2024-06-01 03:35:24,BS109,south_residential,social_student
U049,2024-06-01 03:35:24,BS109,south_residential,social_student
U050,2024-06-01 03:35:24,BS302,south_residential,dormitory_resident
U001,2024-06-01 04:04:01,BS109,south_residential,academic
U002,2024-06-01 04:04:01,BS110,south_residential,dormitory_resident
U003,2024-06-01 04:04:01,BS302,south_residential,academic
U004,2024-06-01 04:04:01,BS107,east_transport,shopaholic
U005,2024-06-01 04:04:01,BS302,south_residential,student_athlete
U006,2024-06-01 04:04:01,BS302,south_residential,foodie
U007,2024-06-01 04:04:01,BS110,south_residential,social_student
U008,2024-06-01 04:04:01,BS106,north_commercial,social_student
U009,2024-06-01 04:04:01,BS202,teaching_core,traveler
U010,2024-06-01 04:04:01,BS102,south_residential,academic
U011,2024-06-01 04:04:01,BS204,teaching_core,student_athlete
U012,2024-06-01 04:04:01,BS110,south_residential,social_student
U013,2024-06-01 04:04:01,BS302,south_residential,academic
U014,2024-06-01 04:04:01,BS110,south_residential,academic
U015,2024-06-01 04:04:01,BS101,south_residential,academic
U016,2024-06-01 04:04:01,BS106,north_commercial,foodie
U017,2024-06-01 04:04:01,BS102,south_residential,academic
U018,2024-06-01 04:04:01,BS208,north_commercial,shopaholic
U019,2024-06-01 04:04:01,BS107,east_transport,dormitory_resident
U020,2024-06-01 04:04:01,BS107,east_transport,academic
U021,2024-06-01 04:04:01,BS101,south_residential,academic
U022,2024-06-01 04:04:01,BS110,south_residential,academic
U023,2024-06-01 04:04:01,BS110,south_residential,social_student
U024,2024-06-01 04:04:01,BS109,south_residential,academic
U025,2024-06-01 04:04:01,BS301,east_transport,commuter
U026,2024-06-01 04:04:01,BS302,south_residential,academic
U027,2024-06-01 04:04:01,BS302,south_residential,dormitory_resident
U028,2024-06-01 04:04:01,BS102,south_residential,student_athlete
U029,2024-06-01 04:04:01,BS213,teaching_core,foodie
U030,2024-06-01 04:04:01,BS101,south_residential,academic
U031,2024-06-01 04:04:01,BS101,south_residential,academic
U032,2024-06-01 04:04:01,BS102,south_residential,dormitory_resident
U033,2024-06-01 04:04:01,BS102,south_residential,student_athlete
U034,2024-06-01 04:04:01,BS109,south_residential,social_student
U035,2024-06-01 04:04:01,BS102,south_residential,student_athlete
U036,2024-06-01 04:04:01,BS102,south_residential,dormitory_resident
U037,2024-06-01 04:04:01,BS302,south_residential,dormitory_resident
U038,2024-06-01 04:04:01,BS102,south_residential,dormitory_resident
U039,2024-06-01 04:04:01,BS101,south_residential,dormitory_resident
U040,2024-06-01 04:04:01,BS109,south_residential,foodie
U041,2024-06-01 04:04:01,BS209,north_commercial,shopaholic
U042,2024-06-01 04:04:01,BS302,south_residential,social_student
U043,2024-06-01 04:04:01,BS109,south_residential,academic
U044,2024-06-01 04:04:01,BS110,south_residential,student_athlete
U045,2024-06-01 04:04:01,BS302,south_residential,academic
U046,2024-06-01 04:04:01,BS101,south_residential,dormitory_resident
U047,2024-06-01 04:04:01,BS101,south_residential,academic
U048,2024-06-01 04:04:01,BS110,south_residential,social_student
U049,2024-06-01 04:04:01,BS102,south_residential,social_student
U050,2024-06-01 04:04:01,BS102,south_residential,dormitory_resident
U001,2024-06-01 05:00:02,BS110,south_residential,academic
U002,2024-06-01 05:00:02,BS102,south_residential,dormitory_resident
U003,2024-06-01 05:00:02,BS302,south_residential,academic
U004,2024-06-01 05:00:02,BS107,east_transport,shopaholic
U005,2024-06-01 05:00:02,BS302,south_residential,student_athlete
U006,2024-06-01 05:00:02,BS302,south_residential,foodie
U007,2024-06-01 05:00:02,BS102,south_residential,social_student
U008,2024-06-01 05:00:02,BS201,teaching_core,social_student
U009,2024-06-01 05:00:02,BS202,teaching_core,traveler
U010,2024-06-01 05:00:02,BS302,south_residential,academic
U011,2024-06-01 05:00:02,BS203,teaching_core,student_athlete
U012,2024-06-01 05:00:02,BS110,south_residential,social_student
U013,2024-06-01 05:00:02,BS302,south_residential,academic
U014,2024-06-01 05:00:02,BS102,south_residential,academic
U015,2024-06-01 05:00:02,BS102,south_residential,academic
U016,2024-06-01 05:00:02,BS209,north_commercial,foodie
U017,2024-06-01 05:00:02,BS302,south_residential,academic
U018,2024-06-01 05:00:02,BS209,north_commercial,shopaholic
U019,2024-06-01 05:00:02,BS107,east_transport,dormitory_resident
U020,2024-06-01 05:00:02,BS101,south_residential,academic
U021,2024-06-01 05:00:02,BS302,south_residential,academic
U022,2024-06-01 05:00:02,BS101,south_residential,academic
U023,2024-06-01 05:00:02,BS109,south_residential,social_student
U024,2024-06-01 05:00:02,BS101,south_residential,academic
U025,2024-06-01 05:00:02,BS107,east_transport,commuter
U026,2024-06-01 05:00:02,BS101,south_residential,academic
U027,2024-06-01 05:00:02,BS109,south_residential,dormitory_resident
U028,2024-06-01 05:00:02,BS302,south_residential,student_athlete
U029,2024-06-01 05:00:02,BS105,teaching_core,foodie
U030,2024-06-01 05:00:02,BS101,south_residential,academic
U031,2024-06-01 05:00:02,BS302,south_residential,academic
U032,2024-06-01 05:00:02,BS302,south_residential,dormitory_resident
U033,2024-06-01 05:00:02,BS302,south_residential,student_athlete
U034,2024-06-01 05:00:02,BS102,south_residential,social_student
U035,2024-06-01 05:00:02,BS110,south_residential,student_athlete
U036,2024-06-01 05:00:02,BS302,south_residential,dormitory_resident
U037,2024-06-01 05:00:02,BS110,south_residential,dormitory_resident
U038,2024-06-01 05:00:02,BS101,south_residential,dormitory_resident
U039,2024-06-01 05:00:02,BS209,north_commercial,dormitory_resident
U040,2024-06-01 05:00:02,BS210,east_transport,foodie
U041,2024-06-01 05:00:02,BS209,north_commercial,shopaholic
U042,2024-06-01 05:00:02,BS302,south_residential,social_student
U043,2024-06-01 05:00:02,BS107,east_transport,academic
U044,2024-06-01 05:00:02,BS110,south_residential,student_athlete
U045,2024-06-01 05:00:02,BS109,south_residential,academic
U046,2024-06-01 05:00:02,BS109,south_residential,dormitory_resident
U047,2024-06-01 05:00:02,BS102,south_residential,academic
U048,2024-06-01 05:00:02,BS110,south_residential,social_student
U049,2024-06-01 05:00:02,BS101,south_residential,social_student
U050,2024-06-01 05:00:02,BS102,south_residential,dormitory_resident
U001,2024-06-01 06:19:10,BS110,south_residential,academic
U002,2024-06-01 06:19:10,BS102,south_residential,dormitory_resident
U003,2024-06-01 06:19:10,BS101,south_residential,academic
U004,2024-06-01 06:19:10,BS106,north_commercial,shopaholic
U005,2024-06-01 06:19:10,BS302,south_residential,student_athlete
U006,2024-06-01 06:19:10,BS211,teaching_core,foodie
U007,2024-06-01 06:19:10,BS101,south_residential,social_student
U008,2024-06-01 06:19:10,BS105,teaching_core,social_student
U009,2024-06-01 06:19:10,BS201,teaching_core,traveler
U010,2024-06-01 06:19:10,BS110,south_residential,academic
U011,2024-06-01 06:19:10,BS104,teaching_core,student_athlete
U012,2024-06-01 06:19:10,BS302,south_residential,social_student
U013,2024-06-01 06:19:10,BS101,south_residential,academic
U014,2024-06-01 06:19:10,BS102,south_residential,academic
U015,2024-06-01 06:19:10,BS101,south_residential,academic
U016,2024-06-01 06:19:10,BS217,north_commercial,foodie
U017,2024-06-01 06:19:10,BS109,south_residential,academic
U018,2024-06-01 06:19:10,BS204,teaching_core,shopaholic
U019,2024-06-01 06:19:10,BS210,east_transport,dormitory_resident
U020,2024-06-01 06:19:10,BS101,south_residential,academic
U021,2024-06-01 06:19:10,BS110,south_residential,academic
U022,2024-06-01 06:19:10,BS202,teaching_core,academic
U023,2024-06-01 06:19:10,BS102,south_residential,social_student
U024,2024-06-01 06:19:10,BS302,south_residential,academic
U025,2024-06-01 06:19:10,BS101,south_residential,commuter
U026,2024-06-01 06:19:10,BS101,south_residential,academic
U027,2024-06-01 06:19:10,BS101,south_residential,dormitory_resident
U028,2024-06-01 06:19:10,BS302,south_residential,student_athlete
U029,2024-06-01 06:19:10,BS101,south_residential,foodie
U030,2024-06-01 06:19:10,BS302,south_residential,academic
U031,2024-06-01 06:19:10,BS110,south_residential,academic
U032,2024-06-01 06:19:10,BS102,south_residential,dormitory_resident
U033,2024-06-01 06:19:10,BS102,south_residential,student_athlete
U034,2024-06-01 06:19:10,BS110,south_residential,social_student
U035,2024-06-01 06:19:10,BS302,south_residential,student_athlete
U036,2024-06-01 06:19:10,BS101,south_residential,dormitory_resident
U037,2024-06-01 06:19:10,BS102,south_residential,dormitory_resident
U038,2024-06-01 06:19:10,BS302,south_residential,dormitory_resident
U039,2024-06-01 06:19:10,BS109,south_residential,dormitory_resident
U040,2024-06-01 06:19:10,BS101,south_residential,foodie
U041,2024-06-01 06:19:10,BS217,north_commercial,shopaholic
U042,2024-06-01 06:19:10,BS102,south_residential,social_student
U043,2024-06-01 06:19:10,BS110,south_residential,academic
U044,2024-06-01 06:19:10,BS102,south_residential,student_athlete
U045,2024-06-01 06:19:10,BS302,south_residential,academic
U046,2024-06-01 06:19:10,BS101,south_residential,dormitory_resident
U047,2024-06-01 06:19:10,BS302,south_residential,academic
U048,2024-06-01 06:19:10,BS109,south_residential,social_student
U049,2024-06-01 06:19:10,BS101,south_residential,social_student
U050,2024-06-01 06:19:10,BS302,south_residential,dormitory_resident
U001,2024-06-01 07:49:17,BS302,south_residential,academic
U002,2024-06-01 07:49:17,BS101,south_residential,dormitory_resident
U003,2024-06-01 07:49:17,BS109,south_residential,academic
U004,2024-06-01 07:49:17,BS215,north_commercial,shopaholic
U005,2024-06-01 07:49:17,BS109,south_residential,student_athlete
U006,2024-06-01 07:49:17,BS215,north_commercial,foodie
U007,2024-06-01 07:49:17,BS302,south_residential,social_student
U008,2024-06-01 07:49:17,BS109,south_residential,social_student
U009,2024-06-01 07:49:17,BS206,teaching_core,traveler
U010,2024-06-01 07:49:17,BS102,south_residential,academic
U011,2024-06-01 07:49:17,BS102,south_residential,student_athlete
U012,2024-06-01 07:49:17,BS302,south_residential,social_student
U013,2024-06-01 07:49:17,BS101,south_residential,academic
U014,2024-06-01 07:49:17,BS302,south_residential,academic
U015,2024-06-01 07:49:17,BS110,south_residential,academic
U016,2024-06-01 07:49:17,BS101,south_residential,foodie
U017,2024-06-01 07:49:17,BS110,south_residential,academic
U018,2024-06-01 07:49:17,BS301,east_transport,shopaholic
U019,2024-06-01 07:49:17,BS301,east_transport,dormitory_resident
U020,2024-06-01 07:49:17,BS110,south_residential,academic
U021,2024-06-01 07:49:17,BS110,south_residential,academic
U022,2024-06-01 07:49:17,BS201,teaching_core,academic
U023,2024-06-01 07:49:17,BS110,south_residential,social_student
U024,2024-06-01 07:49:17,BS110,south_residential,academic
U025,2024-06-01 07:49:17,BS302,south_residential,commuter
U026,2024-06-01 07:49:17,BS102,south_residential,academic
U027,2024-06-01 07:49:17,BS101,south_residential,dormitory_resident
U028,2024-06-01 07:49:17,BS109,south_residential,student_athlete
U029,2024-06-01 07:49:17,BS109,south_residential,foodie
U030,2024-06-01 07:49:17,BS102,south_residential,academic
U031,2024-06-01 07:49:17,BS110,south_residential,academic
U032,2024-06-01 07:49:17,BS109,south_residential,dormitory_resident
U033,2024-06-01 07:49:17,BS101,south_residential,student_athlete
U034,2024-06-01 07:49:17,BS110,south_residential,social_student
U035,2024-06-01 07:49:17,BS110,south_residential,student_athlete
U036,2024-06-01 07:49:17,BS109,south_residential,dormitory_resident
U037,2024-06-01 07:49:17,BS102,south_residential,dormitory_resident
U038,2024-06-01 07:49:17,BS302,south_residential,dormitory_resident
U039,2024-06-01 07:49:17,BS101,south_residential,dormitory_resident
U040,2024-06-01 07:49:17,BS102,south_residential,foodie
U041,2024-06-01 07:49:17,BS102,south_residential,shopaholic
U042,2024-06-01 07:49:17,BS302,south_residential,social_student
U043,2024-06-01 07:49:17,BS302,south_residential,academic
U044,2024-06-01 07:49:17,BS302,south_residential,student_athlete
U045,2024-06-01 07:49:17,BS109,south_residential,academic
U046,2024-06-01 07:49:17,BS101,south_residential,dormitory_resident
U047,2024-06-01 07:49:17,BS302,south_residential,academic
U048,2024-06-01 07:49:17,BS302,south_residential,social_student
U049,2024-06-01 07:49:17,BS110,south_residential,social_student
U050,2024-06-01 07:49:17,BS302,south_residential,dormitory_resident
U001,2024-06-01 08:31:56,BS302,south_residential,academic
U002,2024-06-01 08:31:56,BS101,south_residential,dormitory_resident
U003,2024-06-01 08:31:56,BS109,south_residential,academic
U004,2024-06-01 08:31:56,BS215,north_commercial,shopaholic
U005,2024-06-01 08:31:56,BS109,south_residential,student_athlete
U006,2024-06-01 08:31:56,BS101,south_residential,foodie
U007,2024-06-01 08:31:56,BS110,south_residential,social_student
U008,2024-06-01 08:31:56,BS101,south_residential,social_student
U009,2024-06-01 08:31:56,BS201,teaching_core,traveler
U010,2024-06-01 08:31:56,BS101,south_residential,academic
U011,2024-06-01 08:31:56,BS301,east_transport,student_athlete
U012,2024-06-01 08:31:56,BS102,south_residential,social_student
U013,2024-06-01 08:31:56,BS109,south_residential,academic
U014,2024-06-01 08:31:56,BS302,south_residential,academic
U015,2024-06-01 08:31:56,BS102,south_residential,academic
U016,2024-06-01 08:31:56,BS109,south_residential,foodie
U017,2024-06-01 08:31:56,BS110,south_residential,academic
U018,2024-06-01 08:31:56,BS105,teaching_core,shopaholic
U019,2024-06-01 08:31:56,BS101,south_residential,dormitory_resident
U020,2024-06-01 08:31:56,BS101,south_residential,academic
U021,2024-06-01 08:31:56,BS101,south_residential,academic
U022,2024-06-01 08:31:56,BS105,teaching_core,academic
U023,2024-06-01 08:31:56,BS213,teaching_core,social_student
U024,2024-06-01 08:31:56,BS102,south_residential,academic
U025,2024-06-01 08:31:56,BS210,east_transport,commuter
U026,2024-06-01 08:31:56,BS101,south_residential,academic
U027,2024-06-01 08:31:56,BS102,south_residential,dormitory_resident
U028,2024-06-01 08:31:56,BS101,south_residential,student_athlete
U029,2024-06-01 08:31:56,BS110,south_residential,foodie
U030,2024-06-01 08:31:56,BS302,south_residential,academic
U031,2024-06-01 08:31:56,BS109,south_residential,academic
U032,2024-06-01 08:31:56,BS101,south_residential,dormitory_resident
U033,2024-06-01 08:31:56,BS101,south_residential,student_athlete
U034,2024-06-01 08:31:56,BS302,south_residential,social_student
U035,2024-06-01 08:31:56,BS102,south_residential,student_athlete
U036,2024-06-01 08:31:56,BS110,south_residential,dormitory_resident
U037,2024-06-01 08:31:56,BS102,south_residential,dormitory_resident
U038,2024-06-01 08:31:56,BS109,south_residential,dormitory_resident
U039,2024-06-01 08:31:56,BS102,south_residential,dormitory_resident
U040,2024-06-01 08:31:56,BS102,south_residential,foodie
U041,2024-06-01 08:31:56,BS302,south_residential,shopaholic
U042,2024-06-01 08:31:56,BS302,south_residential,social_student
U043,2024-06-01 08:31:56,BS110,south_residential,academic
U044,2024-06-01 08:31:56,BS302,south_residential,student_athlete
U045,2024-06-01 08:31:56,BS101,south_residential,academic
U046,2024-06-01 08:31:56,BS101,south_residential,dormitory_resident
U047,2024-06-01 08:31:56,BS302,south_residential,academic
U048,2024-06-01 08:31:56,BS302,south_residential,social_student
U049,2024-06-01 08:31:56,BS302,south_residential,social_student
U050,2024-06-01 08:31:56,BS302,south_residential,dormitory_resident
U001,2024-06-01 09:10:50,BS109,south_residential,academic
U002,2024-06-01 09:10:50,BS302,south_residential,dormitory_resident
U003,2024-06-01 09:10:50,BS205,teaching_core,academic
U004,2024-06-01 09:10:50,BS215,north_commercial,shopaholic
U005,2024-06-01 09:10:50,BS302,south_residential,student_athlete
U006,2024-06-01 09:10:50,BS216,north_commercial,foodie
U007,2024-06-01 09:10:50,BS109,south_residential,social_student
U008,2024-06-01 09:10:50,BS109,south_residential,social_student
U009,2024-06-01 09:10:50,BS108,east_transport,traveler
U010,2024-06-01 09:10:50,BS212,teaching_core,academic
U011,2024-06-01 09:10:50,BS101,south_residential,student_athlete
U012,2024-06-01 09:10:50,BS302,south_residential,social_student
U013,2024-06-01 09:10:50,BS101,south_residential,academic
U014,2024-06-01 09:10:50,BS203,teaching_core,academic
U015,2024-06-01 09:10:50,BS204,teaching_core,academic
U016,2024-06-01 09:10:50,BS109,south_residential,foodie
