id,label,probability
9ebf033e-fc82-4f0c-b274-83747895f4b4,0,0.16783014
2bb358f3-10d9-49cf-87bf-fb9b64b31f48,0,0.45238218
87350631-6e61-4408-bdca-b949a6b29920,0,0.26883784
dd285fe7-0b03-4f57-bb35-a0bb7f1c674f,0,0.002234592
88a869c7-2546-4d9b-92b9-3c2d6e24daf0,1,0.64063
c11ed64e-a39d-402b-90eb-836f40410fa5,0,0.32306474
f230af72-97ab-4ad0-b329-329172a6ed17,0,0.020288711
4020d6e0-9342-4d1a-bc08-2ce802c81bf7,0,0.33978906
ef1c58ae-5073-4773-86e0-05834b599a41,0,0.19045436
3f886ec8-5485-42a1-9d0b-a84aaa74a376,0,0.25645986
e68fe55c-2f38-4c16-9a7a-255ef107bf3c,0,0.0075978693
d3a7fa30-5d29-40af-89cb-eff0e8bc44de,1,0.55611354
591789c8-ffc9-432b-9135-797ab50557f8,1,0.59583896
39084392-3b4c-4c93-b947-c064781e9d57,0,0.010811001
ca054e08-9a4b-4ebd-9f99-b489bfa06000,0,0.22825575
5bd1de5c-5ff7-4660-9521-4e7da853b2ac,1,0.8353054
22c60e81-f2b2-4af1-a116-c529cfef750a,0,0.04653349
8fb8840e-1045-4def-8674-bb689af0985a,0,0.30526298
508c8bd2-5075-44b6-ac61-0451831070c0,0,0.3041704
6753bbf3-7bf5-4607-8cf9-5b8fafd863d7,0,0.036730357
4db4e312-26fc-4ab8-a06f-15a07ff8b2ea,0,0.27392018
5cf447e9-fb3e-43a1-b6d3-ef9ca01663b6,0,0.22445111
f163a29e-0332-4046-9232-1be75b9ccaa4,0,0.19863033
49176f53-68ff-40cb-b128-03bd456b1891,0,0.14928058
cbc29f85-163d-4293-814c-8aa691d75547,1,0.9018882
e7a6387f-9c19-442f-bde1-617c592e3a7e,1,0.5093985
a03a5051-0fc9-4af8-a05c-25cdac3a1b27,0,0.19738925
bef6b313-93b5-4ebd-8f97-a67a27688115,0,0.059044525
7ce69b15-a194-4139-b8f0-8f2b34e9585f,0,0.017145423
9e9711b0-f2b6-4bb0-b24a-4aafa89a5ac2,0,0.08983559
34e71972-702f-49a0-81fb-c574d3639355,0,0.035285328
c4800bb9-ebe6-4f06-817e-3a3c7de8ffb2,0,0.26365831
c12866c2-6ff5-4101-bec9-497658cf4813,1,0.52457625
492653f8-fd1b-4143-8c32-0c6ba743fbc6,1,0.8156244
a12e121d-3245-4834-82c9-43ee7fa6655e,1,0.9746441
9aaf13e8-8950-4549-87ca-79bf199ed7a9,0,0.010766361
0522674c-f8c7-4bb2-8552-d2493016a992,0,0.040163327
40bb6c19-e631-48a2-a7b4-4c91649f8398,1,0.6145261
0cabaf97-bef2-450d-8992-e7f1774a3ce0,1,0.59107417
068bc42e-161c-4d5b-bad7-d2f4e65b7bcb,1,0.9386809
394cac15-c1bb-479a-9fa5-d2c15699b499,0,0.012933147
803416a6-fb1c-488f-a2e7-bc4bebbe92a4,0,0.16711804
b2e73c1e-caf7-4235-9ef8-ddb2c3606303,0,0.039217856
338c88e1-c980-4592-aa95-e904ff9dffe2,1,0.9459097
76579be6-7b3e-4492-8788-6d2cde033b7d,0,0.27724993
8a38798d-237e-40e5-8714-ee5c1da70987,0,0.060585525
3eab9850-dc41-42ef-893c-0806e2f1e17f,0,0.0062199365
52427e65-e6b1-402b-808f-49e360bbb29c,0,0.0038083855
e272f439-edf6-4f37-bfb4-df5bd6399c4d,0,0.082129434
2507f036-514c-4686-99a7-32d5ab6df0fd,0,0.0057212366
142b5c3a-6d5e-4b73-a828-0faa265d6b13,1,0.8780367
9855ed5b-3e6f-478a-8408-fa73ed0bd7bd,1,0.7669245
7dc7aeb1-35aa-49a8-b285-ff9a9d0e379c,0,0.2534792
5e369bed-0145-4c18-9757-5534a3ba26df,0,0.013817414
9986e9f0-f56b-464d-a353-062a8e39ddf2,0,0.030585917
ea56a52e-dc33-491f-9e62-aee95e0e4db2,0,0.006417182
71bd92ab-dbdd-4a8e-9415-47a7943eb932,0,0.0027167122
dfddcac0-3f30-4a6f-9838-f3a70fc4bd41,0,0.16663666
e8afa29d-f168-4ab2-b1fb-f95b8fe2ac8e,0,0.029994406
9bf0edcb-b3da-4c45-bc3e-9ad8bd7aa50c,1,0.76729757
b8c6b439-2faa-4af4-9c4c-d5998711fee2,0,0.090793766
b37c8aad-d662-4f0b-aa62-99fe03a114d7,0,0.10099951
761678ae-b43f-42ad-8f0c-c56449fca1f4,0,0.2899017
bd54211c-fe01-4c49-918d-c03a5965e95a,0,0.039081052
a49b5747-143f-48a6-a4da-6446cf181430,0,0.11474233
cb86eb4c-e208-4eaa-8fce-26e674acc748,0,0.1660233
3f18e3ab-1f24-4d1f-899f-dbb04b45833e,1,0.9065214
b3b96241-4ac7-4ab0-a6b7-a9719a30f007,0,0.481374
26d57f6c-0466-4035-9f0a-e2fb80ded39e,1,0.7157039
4b93c36f-b832-456e-bf72-e17891c7a84e,0,0.15636271
8852ee56-5b27-4e31-9ff2-949a40a925bc,0,0.2813861
818832f3-b459-4a01-a850-e751ad53348b,1,0.5734272
f7ef348a-3977-420e-8e72-bac3b4267aa4,0,0.119760774
a872c988-74b8-434e-9ad2-e7e53942ddbb,0,0.14928977
dd77b7e8-6cdf-4451-b28f-148cf4994e30,0,0.43917012
0ec33124-cc6f-46f7-908c-64e1c8e560d5,0,0.044010185
dd821772-7df0-414e-8376-e4a12e6f1495,0,0.032280356
545a4d4c-0202-4c0d-8591-88578b1e89e9,0,0.0072131064
24e324ef-87df-47bf-928c-ebad244c933e,1,0.59685004
c3958712-2a12-4e3e-9446-d10b75b4da6f,0,0.43928397
bc6ab0fc-608c-4993-b510-b3ea883802a8,0,0.1073626
3789bced-4ffa-4107-b74b-5a508e988d48,1,0.77156645
49695551-3496-4027-9fa4-9aeebb707b10,1,0.7151353
4320acad-75e8-41a4-be80-d40e51a19f59,1,0.5848822
278f9cb4-272a-451d-86c0-706a35d156bf,0,0.09524833
4dcbb818-515f-4345-a446-27780f3874e5,0,0.3211677
7eb517c4-8bd1-4916-9363-2cc6d98d009e,0,0.19649552
3c044126-a526-49e5-b716-4d540650800b,0,0.0016020783
518c288a-0f8c-41b1-a617-936c384c68cc,0,0.008872655
3601eb1b-f2ea-4953-9572-471a02839ce1,0,0.053009316
83f28ae1-df7d-47ef-aae2-6f0d93997c3c,1,0.71282977
c64eaf70-4bc7-4c9e-a2f2-1acb0b72803e,0,0.27322456
9bb1c98b-4340-4a6c-b6ff-2f37d50d231f,0,0.07925703
0e183d15-156d-49c3-83ff-90380801e6ea,1,0.5969501
2dc00b56-7bdb-403e-aec3-55c56eee5fbc,0,0.40883264
94129086-88a8-4985-9dc6-9f18247b3042,0,0.0277152
f60624f5-6c9f-483e-bbcf-6adca11c130b,0,0.12515746
c7ca70b3-130b-459f-904f-65f62ba26ff1,1,0.87145823
831ea2c7-a9c3-40ab-b5ac-55e354839e55,0,0.13047203
2ccc2534-e712-4ac5-ae73-ad100f1d69e1,1,0.66842794
551ee373-f662-4dbe-961b-33016d82f370,0,0.0011985325
e95ffd9f-d7bb-4aa2-827a-b1aacee59f69,1,0.7171112
81d1c158-fa27-4abd-9291-95575e6e2d7f,1,0.84767973
4a6c70b4-5e74-4f63-93d7-fe34336c3108,0,0.34851772
c9bad58a-f9e3-41f7-9c9b-997f35b91690,0,0.23090076
120aae89-6ed5-43eb-991d-6934c94ee695,0,0.020294197
1b81cecd-7e5e-44f4-94c6-9d4c587f1b2e,0,0.007885987
dda241c2-da3f-4aa0-8223-0f0b3edb34d1,0,0.30432606
df0a0421-fad4-44e8-96af-1a15464fae9e,0,0.0017651282
b6af5877-71ad-48af-b94d-0ed0720f9775,0,0.036950912
4656bf32-44ba-4fb7-a9cc-2b9aa3d3b7a5,0,0.4306618
0edb8c1d-1a28-48b6-a3f9-0eadcf7ead48,1,0.79477245
01373af1-e9f1-493c-afac-96ac0ae62d34,1,0.6848473
249e45a3-b41e-47e7-833a-b01736f5936c,1,0.7296323
92fde37f-1d56-4608-99ab-329f327002c9,0,0.00071577553
5f0f6586-273d-417e-87a4-872c2e1fa44f,0,0.39576325
8a4f08a4-45f4-4b0c-a5af-f1b4d5f67ba0,0,0.39693442
59e60914-dd86-42f8-a80f-e43a911a7e6e,0,0.36112928
337346e7-9bd7-4fa0-a983-6f41d54b8f06,0,0.009777734
9c1fb33a-aba3-49f7-95a2-950ae5545ff2,1,0.5823178
d2cdece3-c360-4446-9d3d-1d9b2617b6eb,0,0.48867473
a98a2a58-c10f-4daf-95b2-224fd11db851,0,0.098504074
3d7ef917-e1ec-4ac9-a5e1-f759a77d2f46,0,0.0077738245
3318670f-8391-48f5-9e62-702d237d2211,1,0.51864594
e88d7967-f2f5-45ce-981c-4f549d44b466,0,0.2989151
a205ba58-cc53-4779-be46-ffb4da4f7587,1,0.6542211
cfea67a4-4150-4ad3-8f75-7b4477aaabb5,0,0.10651369
bb16def5-e789-48c0-ae67-eb195fc2243e,0,0.11995005
336f63cb-ea6d-46e4-a4e3-99e42b51c777,1,0.59825665
c12beab6-5c10-41dd-b007-e123ee922dc6,1,0.57731324
b5e107cc-db49-484c-a0a8-42613bc62123,0,0.43136135
9297a806-649d-41ef-a20c-dd737e7b4dab,0,0.13420944
16b210d6-9abd-44a8-a492-1b8b23ebb775,0,0.09436816
b3bdd4c4-e51a-475e-a83c-8b4ff65b9aea,0,0.04361806
26e32358-e3a0-405e-92d9-d9e2509eff0f,1,0.75558496
292e136f-fce4-47c3-9f00-24139307ba08,1,0.62271255
66eb5684-45db-4d90-a97a-21ff27499358,0,0.005587805
de6cb338-d956-4414-9592-054346ba43b6,0,0.10764937
773654f5-dfe7-4a1d-bb02-28ce6bee7655,0,0.35474467
a9d34499-abfc-47f7-94d7-eac1b46997f1,0,0.2833061
1924b3c9-d337-443e-a0f6-8c288e1d985c,0,0.19592252
b628b279-d211-481d-a6b4-02a052a92fac,0,0.00663286
da58b0eb-dc82-45f6-b0e5-d00b82e96e82,1,0.7172635
c3cd8403-01c1-46a4-b493-57ea3c68545f,1,0.5380531
9fca71d9-4bea-4c67-8b6e-0e242f5c50d9,0,0.1704368
af96e6dd-f6cb-4fa1-81c0-10ab48c3db23,0,0.075226344
4a651815-a963-428d-ad3b-345b3e988a5d,1,0.86793345
8808d28b-f91f-497d-8066-26c011152e4d,1,0.73266983
b30c6554-4ccc-427a-b595-72e194c142cd,0,0.18547913
e65b2048-bca7-4228-ba0a-d30630619e54,1,0.6607382
34c934d1-2cef-4985-a3fa-2d8e7bd8ec08,0,0.12598613
a7c1c91e-45af-4116-a414-bb93b963068f,0,0.091953374
235bcb0a-e5e1-4f99-b303-3d284191ec49,1,0.67884046
892d4684-5a91-4809-b569-843c5e07231d,0,0.40627465
af551f97-d6ed-4922-ac30-c64beec95d52,0,0.38736215
a09801d5-0180-47f1-9651-f9fa1d000d2e,1,0.61271286
413a94d2-615b-432b-86db-e16cabbf5f6f,0,0.2129912
298beafc-3b33-4694-96d9-f5ae3053a34f,1,0.8122465
3f1c4d7f-19c0-43cf-9208-fd17b738a127,1,0.5359996
8e6815bb-73c1-4fcc-8736-f84745dee114,0,0.285845
bee62f2c-df71-44dd-9ab8-0aaa351d5efb,0,0.100454316
8f53fedf-c067-4a98-8733-5b30aa1c811b,1,0.5078282
fba39871-1667-43f1-a1f9-db2aae9535a4,0,0.3062603
cf5e3e62-fc1f-4de9-afb4-348ffbc0c3cd,0,0.038166657
ec70562d-ff72-45ab-9672-dfa88d4b03f5,1,0.8387117
8aeefa8a-bb67-4418-a109-49f585327e85,1,0.78496456
e409d861-b9ff-4ebd-92e8-a75a97dc1c88,0,0.025371034
a9d2fbe9-8c6b-4d1f-a9df-0354ef55b4d0,0,0.07662526
5f79ac70-1081-4a61-8aca-3eb8e05cdb3b,0,0.12438807
e0206d0f-481c-473a-9c46-f386ea87e54d,1,0.5911565
f737ecbd-dafb-4b2a-a944-ae25d7a673be,0,0.18909435
24ad906e-9ae3-4cd5-be55-da07f613ef21,0,0.004255292
4394c305-88b0-45ba-8516-20844d7867ba,0,0.07923589
deeef6e9-53de-42a4-b696-69abe7d57e20,1,0.6053848
8702ab7a-efd1-4314-b500-c3f62bd8c757,0,0.24902493
8ffdf176-3b57-4bf5-b41d-d628f2d4e5bc,1,0.51282877
ba87e033-c906-4d48-a720-d0fb73ec1e96,0,0.18967946
675b1895-633d-4eec-9146-f7b750dc9562,0,0.19226842
b65efb57-e03b-423f-95d8-26f8691129e2,0,0.22199175
965519e5-9155-4b45-86bd-75708150b6c1,0,0.3692615
095307f8-339d-4e74-a69e-3d633d4f5c1b,0,0.061371442
465917eb-c00e-4403-b298-5de7261d7e53,1,0.6326587
f2045529-e1c6-4804-94c4-6dfad3bbc67f,0,0.099697694
9259ae0a-9044-4dbf-8d03-1326e11c8dab,0,0.111316234
dc6cb971-5087-4c8f-ac8b-a8e1157aaad6,0,0.029370274
befe531a-38e1-4c3f-b407-6b8977f2631c,0,0.36702415
e10174a4-367f-4d68-a79c-fcf97501ffed,0,0.13602889
d919235c-c7a4-4e43-9254-7002a709fcd8,0,0.37067854
d19b9026-a3b1-48c6-8e97-84005ea9a2d0,0,0.22262485
3f0bb27e-2d03-41d5-b5ea-b9f8a6a53902,0,0.079578
144579df-8a0f-4b11-ba74-b66e25cea0dd,0,0.31402478
427bc2da-6815-42c4-a3e3-01b4f855d2cc,0,0.23103125
c2b2934d-38fd-46c8-9895-05444f52023b,0,0.11210031
cea3ac34-8b10-4c01-abde-6afca0202fcb,0,0.11359325
8f8f6229-0233-4796-aa3d-6c0282a41397,0,0.1425009
239656e4-b22c-428b-8712-aeff3dbea88a,0,0.40173602
60e4cb1c-caf2-41cd-b204-016ebae8566d,1,0.5566524
aac2dc81-204e-4267-ae3f-0c7b9f197174,0,0.4200201
4684b744-43b4-4481-b2d4-2f15585e3f87,0,0.15804705
6716c14a-139a-4a43-9299-0a5aa4407152,0,0.037563764
e5b8ddaf-56de-4256-8b2c-30557d477e1f,0,0.06627654
851c0a91-c305-486a-970c-3d349dd0c287,0,0.04749561
c2b35b57-2cbd-4748-b043-a9da36b645b3,0,0.42475075
e39f7215-6ce8-407c-8836-c409e671c59f,0,0.04263337
3fbd892a-f78e-4e97-aded-8a06b92c33d7,0,0.071655326
482ba651-ce0a-4a97-8256-f85bbf0340df,0,0.2107447
ada993d0-0633-4626-8fce-64d06f92870e,1,0.60309905
ea8f69b7-8e2b-4329-96df-d32a1aeb8765,0,0.46123523
700556ed-0263-4785-8809-3680e85e4071,0,0.052859157
5b1047bb-d9ac-4c9b-a5f1-699c624bb1c7,1,0.9644653
6cb176d9-ac6f-413a-bb7f-cd718c5793b6,0,0.37883702
0b1d9f60-c9b1-4062-a5aa-bcad08745d27,0,0.023943452
bf0c9211-1aef-49cd-8d1e-8ae0b58346b3,0,0.11306044
be1ff9cf-e696-490d-9e94-1ff3af246729,0,0.289349
c3f4fc6c-adc9-4a1f-9c62-294f4e53c73f,0,0.13472873
0b80fc40-6b31-463d-bb5a-418002087d2a,0,0.043571595
f0dbffc0-c9b4-4a5a-8826-7dd59ff84c51,0,0.1719893
b8417df1-18e5-428f-953f-aafba0512d7a,0,0.20960729
2085b81b-8c1e-4966-99e2-8a70da3491da,0,0.010535143
d9bb3570-8ef6-48b8-af96-bb5c02eaa599,1,0.5431143
675b5818-bf6e-4ac1-b222-19227d00f54d,1,0.5521057
2a2220e3-813d-4f71-a061-38f960992343,1,0.8121931
f95f2f11-649c-49af-a063-bd3f69a319f0,1,0.6767649
7b5ff187-f2f6-490d-9c69-c5f9e5126b68,1,0.9477258
4cdf3ab1-2983-49fb-bb67-47103f99efdc,0,0.386713
25fdab39-ab98-4a2e-ab7d-feb89701785a,0,0.2624343
2584182b-e5d4-43fd-8ef7-a2655401b7c2,0,0.42903715
8a43baf8-9065-45fe-83ef-689119836272,0,0.3640995
607003ad-9898-4d8d-9f34-0fa952ee1aa8,1,0.55058724
be445e7d-eb2c-4173-be71-0f4dec6672dc,1,0.5708298
50c5f346-626f-4251-89cf-fa2d30bae486,1,0.9482793
f95ea0fa-bd63-4f35-830b-896acddcbee0,0,0.19417739
b7bb5d09-7152-409f-8e4f-08516ffe5f7d,0,0.17912824
30b8a1e7-7255-4870-8575-0817c1b7f904,0,0.09367199
11daa642-715c-45ed-86c9-f5f801c0ad69,0,0.062288813
640a2a71-51f7-4308-bd5f-39cfe3624803,1,0.57142997
3d5fc0d1-afd9-4f2c-8a39-1a75df4f65a1,0,0.05860452
7c0a89f3-3514-4270-a305-3684ed3e90b2,1,0.68844765
1f1143f5-9fe5-47f5-a1b9-f081ae848dfa,0,0.13366854
59f9042a-c0b0-4b7c-ab09-7a5ab281de6c,1,0.6009691
2ad41f0e-2a31-47f4-ae95-f77a1ffab396,1,0.5560522
adeacb3d-a1e6-4830-8429-a605492e7149,0,0.037416674
cd7994be-b255-4cef-8074-9049172c6328,1,0.7869056
ddeac2e5-2cbb-415e-b844-77a9518fac6f,0,0.17501599
a0719a6a-c11c-476f-a2d3-ecfd283ae006,0,0.0059818043
23d68843-3b34-4246-82ee-34039035f24c,0,0.04353789
696eb273-1262-4cab-818d-6be2eda97c2b,1,0.75380456
1d09e47a-05d5-4c70-9161-f56f5dd5f2a8,0,0.12195881
9e22a703-d9a6-4412-ae48-1b16acdd6473,0,0.0056224726
da5a31da-3829-48bc-a449-d0e515037c57,0,0.08578556
ac587e76-eded-4b37-ac4b-84cd419db0b2,0,0.04466863
be5721f3-e836-4a58-b136-4cc600667921,0,0.049457382
4fcb7ed6-1221-4a7d-a197-40711f53912b,0,0.0062417975
e5fa32f1-be4d-4a61-83d1-dc1460e9c7a0,0,0.08902111
003497da-adcc-4c1c-a83d-0a3a9bbce3d2,1,0.66566795
f3357a31-374a-4535-9cb0-c6a8b890a03d,1,0.6098646
158f040e-7c91-433f-9f9c-4d6899a1b318,0,0.09434302
76ce49b9-4c2b-4ee7-93c7-64580ac645b1,1,0.80835074
070e5610-0780-4e87-b5ff-6faa1205b856,1,0.9014924
9d0ca466-fbd5-42a4-9a3e-61bdfc4616eb,1,0.52682024
50ae440a-78aa-445a-b17e-a590b0644458,0,0.12342412
78eabf24-60f0-4f6d-833c-17b6094141c1,0,0.046420973
40aaf9bc-8731-43b6-8469-f18601d433d6,1,0.6742724
4714d138-bd3b-452d-84ea-0f29071ab5a7,0,0.03657101
3565a533-3504-471f-b836-1c89de5a612b,0,0.20598194
0ea07cc4-3a23-41bc-a0b0-12f862173d5a,0,0.4921873
652cc19b-2ae9-4fa8-8614-6d1dcbfb79ac,0,0.29669273
0f98b759-a44f-4c46-bf6e-a5d6ba9a9556,1,0.8020806
38626fcb-ecaf-4e50-9d5a-b578e50c8d38,1,0.73857486
cbd3de7b-02a9-4477-a6d6-216dae8a3ae0,1,0.57909566
d9acb3db-c5f4-4793-9564-11f144244615,0,0.016175691
b609d360-9ce4-41e1-b617-3d25f9feba82,1,0.50423163
5958a790-4d85-4487-a90f-d360c2f5c75e,1,0.83427536
4aaab61d-e903-4572-9278-071b3f4e84c1,1,0.74872696
ed20566a-48d8-4539-8a7e-2e5ac24cb883,0,0.008342636
4ad75a9c-d6a8-4282-a7d7-d96ce954c682,1,0.8399445
0b7eb925-9ca1-4317-bf6d-4b426a4ad2e1,1,0.87247854
cd3964d5-1268-48d4-b15c-d937dcef3d1c,1,0.6810745
66b04804-5a90-475b-a10d-8cdcbf05b26c,0,0.25839484
fd07818f-a86c-41b7-b1de-75f4b2881009,0,0.33752105
46b155d9-6f0c-431a-9d9c-0d50d7fe6424,1,0.85203177
f5aea6cc-99f2-4373-83c6-e354747d1e70,1,0.84296733
b77e59fd-7c89-43a4-94c7-fa86b2b9b04c,0,0.14684317
f5fe9134-9539-4318-869e-e4a9d1df21c3,1,0.6766907
e7a8e4b7-65c4-4e71-bb69-b73f9031d97c,0,0.29112604
9936ffcc-f5b0-4716-9b13-1cba217d5411,0,0.147831
5fa9685a-7403-4e2b-a0bc-0272f562210c,0,0.003115429
376cf44b-1d14-484f-a496-061b0571ca1d,0,0.058638494
bfba74ef-aeb9-455f-a813-6f078b872ddc,0,0.014009349
cb7428ae-4cee-4840-9f97-2cc072cf3b09,0,0.040859114
8dc0b36e-15e7-4cc3-9025-21d881c70aaf,1,0.67337626
50701784-3861-41e2-9bef-08cfbde3705e,1,0.58862895
78510793-081e-4106-8d47-e55b1cb2f75a,1,0.5081621
127d08ae-28dc-4186-a136-b1a39780e468,1,0.68471056
e1a3eac7-067a-440d-880e-c4342445afe1,0,0.0071801515
710e6b05-d14e-468a-a161-fb1c8982f3e8,1,0.7866592
5b0d4273-2184-49f6-8f94-c744ef9c39cd,0,0.19686712
8a373e91-6a57-41ef-8661-c5e6a37daf62,0,0.028461449
77b51eea-0958-4dd7-b06c-3a272709abd5,0,0.0663742
c21097b1-3fd0-41d6-9247-43429e9aa89a,0,0.04014099
f6f8f8d9-bac3-41fa-96f9-a5ecc35f3fcb,0,0.030994803
62d14725-7959-4cd1-88ce-6c816d3dd253,0,0.0032119716
6835d12f-e1c3-4978-9ca3-3153e35b02bb,0,0.13988917
3d5a73c2-d4e5-441e-b805-cf69b60bc1ff,0,0.032011505
87745d04-bed7-45ea-b734-2492f6b8e484,0,0.022820648
a696a46c-5b9b-49bd-813d-1b62e75664ca,0,0.04723454
cf0c1c12-4a90-4879-b740-bcd8c5673dd1,1,0.72422373
5dc3d43f-f6ba-4a67-bf0c-f6ff3c2101a8,1,0.5453891
106117fa-5ac2-489e-af6d-d734581b9794,0,0.14574607
0e1a38ae-dbfd-4ca3-8459-e1b8d318a636,0,0.3554611
8d08175a-2a72-46c3-bfc8-1ee4305be7c1,0,0.06561108
254373e9-0d51-49ad-9303-708ac8e522ce,0,0.11803843
4a55aa74-8d4f-400a-97f4-c33a81d2045e,1,0.5474653
d130b729-8fa2-4865-9ff8-e83eab726ec6,0,0.0042089196
03a35d3b-1cd2-49b1-a76c-198a416973a3,1,0.5169604
b1c4a9eb-a17c-491a-a8f4-1381c9ab78ad,0,0.11287569
75337d84-162e-451b-85f6-8b62f84c3e3f,0,0.040273525
